gene	chrom	lineage	status	assembly	raw_id
MAGEB18	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000176774
YIPF6	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000181704
CYBB	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000165168
FOXO4	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000184481
SHROOM4	X	ALLENOPITHECUS_NIGROVIRIDIS	PI	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000158352
ELK1	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000126767
ZFP92	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000189420
RBBP7	X	ALLENOPITHECUS_NIGROVIRIDIS	PI	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000102054
ERAS	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000187682
DACH2	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000126733
CPXCR1	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000147183
FAM47C	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000198173
ASB12	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000198881
MAGT1	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000102158
HSFX2	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000268738
TRPC5	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000072315
TFDP3	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000183434
ZCCHC12	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000174460
RLIM	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000131263
SSX7	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000187754
WDR45	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000196998
HTR2C	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000147246
WNK3	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000196632
FHL1	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000022267
MSN	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000147065
CCNQ	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000262919
SAGE1	X	ALLENOPITHECUS_NIGROVIRIDIS	UL	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000181433
MAGEA4	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000147381
C1GALT1C1	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000171155
CT45A5	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000228836
SPANXN4	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000189326
ARAF	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000078061
H2AB1	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000274183
PCDH11X	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000102290
KLF8	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000102349
MAGED2	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000102316
DGAT2L6	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000184210
VCX3A	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000169059
GPM6B	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000046653
CLIC2	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000155962
FATE1	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000147378
HDX	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000165259
MAGEC1	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000155495
GUCY2F	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000101890
MOSPD1	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000101928
FOXR2	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000189299
PQBP1	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000102103
PHKA1	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000067177
ACSL4	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000068366
LDOC1	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000182195
PABPC1L2B	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000184388
PHF6	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000156531
H2AP	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000187516
AMOT	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000126016
DYNLT3	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000165169
PAGE2	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000234068
CT45A10	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000269586
HCFC1	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000172534
PPP1R3F	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000049769
MSL3	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000005302
EIF1AX	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000173674
AFF2	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000155966
XK	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000047597
MAP3K15	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000180815
SSX3	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000165584
ZNF630	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000221994
TMEM185A	X	ALLENOPITHECUS_NIGROVIRIDIS	PI	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000269556
CT47A4	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000230594
RAP2C	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000123728
ACE2	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000130234
MAGEB2	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000099399
ZNF182	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000147118
MAGED4	X	ALLENOPITHECUS_NIGROVIRIDIS	PI	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000154545
MID2	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000080561
ZC4H2	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000126970
CDK16	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000102225
FAM120C	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000184083
XG	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000124343
EFHC2	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000183690
DIPK2B	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000147113
SRPX	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000101955
SPIN4	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000186767
PFKFB1	X	ALLENOPITHECUS_NIGROVIRIDIS	PI	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000158571
HSD17B10	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000072506
USP9X	X	ALLENOPITHECUS_NIGROVIRIDIS	PI	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000124486
FAM104B	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000182518
PORCN	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000102312
PLXNA3	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000130827
BEX5	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000184515
OTUD6A	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000189401
MID1	X	ALLENOPITHECUS_NIGROVIRIDIS	PI	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000101871
PNCK	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000130822
IRAK1	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000184216
TENT5D	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000174016
CXORF49B	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000215113
GAGE10	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000215274
PABIR2	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000156504
ARMCX2	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000184867
TFE3	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000068323
NXT2	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000101888
TAF9B	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000187325
ALAS2	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000158578
FAM236A	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000275520
ASB11	X	ALLENOPITHECUS_NIGROVIRIDIS	PI	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000165192
IQSEC2	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000124313
IGSF1	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000147255
SLC9A6	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000198689
CT47A6	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000226023
NXF5	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000126952
CHIC1	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000204116
PRAF2	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000243279
ZMYM3	X	ALLENOPITHECUS_NIGROVIRIDIS	PI	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000147130
HCCS	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000004961
RBMX2	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000134597
FAM236C	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000283594
MAGEC2	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000046774
ASMT	X	ALLENOPITHECUS_NIGROVIRIDIS	PI	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000196433
PABPC5	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000174740
TMLHE	X	ALLENOPITHECUS_NIGROVIRIDIS	PI	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000185973
TMSB15C	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000269226
CDR1	X	ALLENOPITHECUS_NIGROVIRIDIS	UL	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000288642
PNMA6F	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000225110
BMX	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000102010
CLDN34	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000234469
TCEAL4	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000133142
PASD1	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000166049
XKRX	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000182489
SOWAHD	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000187808
CSTF2	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000101811
HUWE1	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000086758
DMRTC1	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000269502
DOCK11	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000147251
RS1	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000102104
RAB40AL	X	ALLENOPITHECUS_NIGROVIRIDIS	L	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000102128
PJA1	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000181191
ATP2B3	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000067842
IL9R	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000124334
PUDP	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000130021
HAUS7	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000213397
ETDB	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000224107
PABPC1L2A	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000186288
VCX3B	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000205642
XAGE1B	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000204382
FGD1	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000102302
PAGE3	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000204279
RPS6KA3	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000177189
PRPS2	X	ALLENOPITHECUS_NIGROVIRIDIS	M	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000101911
NKAP	X	ALLENOPITHECUS_NIGROVIRIDIS	PI	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000101882
ATP1B4	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000101892
FAM133A	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000179083
NOX1	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000007952
PAK3	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000077264
ACTRT1	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000123165
HDAC6	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000094631
TRPC5OS	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000204025
NLGN4X	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000146938
SUV39H1	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000101945
MBTPS2	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000012174
GEMIN8	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000046647
G6PD	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000160211
GJB1	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000169562
TBL1X	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000101849
MXRA5	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000101825
VSIG1	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000101842
TAF1	X	ALLENOPITHECUS_NIGROVIRIDIS	PI	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000147133
ATP7A	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000165240
PCYT1B	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000102230
GLRA4	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000188828
TCEANC	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000176896
NEXMIF	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000050030
RPS4X	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000198034
SYAP1	X	ALLENOPITHECUS_NIGROVIRIDIS	L	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000169895
PPP2R3B	X	ALLENOPITHECUS_NIGROVIRIDIS	L	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000167393
GDPD2	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000130055
FOXP3	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000049768
CHM	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000188419
RPL10	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000147403
HSFX1	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000171116
CTAG2	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000126890
TMSB15B	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000158427
ITGB1BP2	X	ALLENOPITHECUS_NIGROVIRIDIS	I	Allenopithecus_nigroviridis__Allens_swamp_monkey__HLallNig1	ENSG00000147166
