GENE	GENE_ID	CHR	LINEAGE	CONSEQUENCE	GENE_TYPE
MIR3681HG	ENSG00000224184	chr2	Macaque_indian	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
MIR3681HG	ENSG00000224184	chr2	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
MIR3681HG	ENSG00000224184	chr2	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC098828.2	ENSG00000234378	chr2	Macaque_indian	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC098828.2	ENSG00000234378	chr2	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC098828.2	ENSG00000234378	chr2	Owl_monkey	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC093798.1	ENSG00000286829	chr2	Macaque_indian	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC093798.1	ENSG00000286829	chr2	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC093798.1	ENSG00000286829	chr2	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
CGREF1	ENSG00000138028	chr2	Macaque_indian	splice_acceptor_variant&5_prime_UTR_variant&intron_variant	protein_coding
CGREF1	ENSG00000138028	chr2	Marmoset	splice_acceptor_variant&5_prime_UTR_variant&intron_variant	protein_coding
CGREF1	ENSG00000138028	chr2	Owl_monkey	splice_acceptor_variant&5_prime_UTR_variant&intron_variant	protein_coding
SNORA10B	ENSG00000207187	chr2	Macaque_indian	transcript ablation	snoRNA
SNORA10B	ENSG00000207187	chr2	Marmoset	transcript ablation	snoRNA
SNORA10B	ENSG00000207187	chr2	Owl_monkey	transcript ablation	snoRNA
LINC01320	ENSG00000228262	chr2	Macaque_indian	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC01320	ENSG00000228262	chr2	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC01320	ENSG00000228262	chr2	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC01320	ENSG00000228262	chr2	Macaque_indian	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC01320	ENSG00000228262	chr2	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC01320	ENSG00000228262	chr2	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC012593.2	ENSG00000232153	chr2	Macaque_indian	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC012593.2	ENSG00000232153	chr2	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC012593.2	ENSG00000232153	chr2	Owl_monkey	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC012593.1	ENSG00000226994	chr2	Macaque_indian	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC012593.1	ENSG00000226994	chr2	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC012593.1	ENSG00000226994	chr2	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC069157.1	ENSG00000223897	chr2	Macaque_indian	transcript ablation	processed_pseudogene
AC069157.1	ENSG00000223897	chr2	Marmoset	transcript ablation	processed_pseudogene
AC069157.1	ENSG00000223897	chr2	Owl_monkey	transcript ablation	processed_pseudogene
LINC01122	ENSG00000233723	chr2	Macaque_indian	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC01122	ENSG00000233723	chr2	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC01122	ENSG00000233723	chr2	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC092155.2	ENSG00000229503	chr2	Macaque_indian	transcript ablation	processed_pseudogene
AC092155.2	ENSG00000229503	chr2	Marmoset	transcript ablation	processed_pseudogene
AC092155.2	ENSG00000229503	chr2	Owl_monkey	transcript ablation	processed_pseudogene
AC007389.3	ENSG00000235725	chr2	Macaque_indian	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC007389.3	ENSG00000235725	chr2	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC007389.3	ENSG00000235725	chr2	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC110614.1	ENSG00000287474	chr2	Macaque_indian	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC110614.1	ENSG00000287474	chr2	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC110614.1	ENSG00000287474	chr2	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC105399.1	ENSG00000237077	chr2	Macaque_indian	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	processed_transcript
AC105399.1	ENSG00000237077	chr2	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	processed_transcript
AC105399.1	ENSG00000237077	chr2	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	processed_transcript
AC079896.1	ENSG00000231781	chr2	Macaque_indian	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC079896.1	ENSG00000231781	chr2	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC079896.1	ENSG00000231781	chr2	Owl_monkey	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
NEURL3	ENSG00000163121	chr2	Macaque_indian	splice_acceptor_variant&5_prime_UTR_variant&intron_variant	protein_coding
NEURL3	ENSG00000163121	chr2	Marmoset	splice_acceptor_variant&5_prime_UTR_variant&intron_variant	protein_coding
NEURL3	ENSG00000163121	chr2	Owl_monkey	splice_acceptor_variant&5_prime_UTR_variant&intron_variant	protein_coding
ST6GAL2	ENSG00000144057	chr2	Macaque_indian	stop_lost&3_prime_UTR_variant	protein_coding
ST6GAL2	ENSG00000144057	chr2	Marmoset	stop_lost&3_prime_UTR_variant	protein_coding
ST6GAL2	ENSG00000144057	chr2	Owl_monkey	stop_lost&3_prime_UTR_variant	protein_coding
AC092170.1	ENSG00000227291	chr2	Macaque_indian	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_pseudogene
AC092170.1	ENSG00000227291	chr2	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_pseudogene
AC092170.1	ENSG00000227291	chr2	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_pseudogene
ISCA1P6	ENSG00000227653	chr2	Macaque_indian	transcript ablation	processed_pseudogene
ISCA1P6	ENSG00000227653	chr2	Marmoset	transcript ablation	processed_pseudogene
ISCA1P6	ENSG00000227653	chr2	Owl_monkey	transcript ablation	processed_pseudogene
YWHAEP5	ENSG00000234645	chr2	Macaque_indian	transcript ablation	processed_pseudogene
YWHAEP5	ENSG00000234645	chr2	Marmoset	transcript ablation	processed_pseudogene
YWHAEP5	ENSG00000234645	chr2	Owl_monkey	transcript ablation	processed_pseudogene
CTAGE14P	ENSG00000214211	chr2	Macaque_indian	transcript ablation	processed_pseudogene
CTAGE14P	ENSG00000214211	chr2	Marmoset	transcript ablation	processed_pseudogene
CTAGE14P	ENSG00000214211	chr2	Owl_monkey	transcript ablation	processed_pseudogene
AC009478.1	ENSG00000225258	chr2	Macaque_indian	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC009478.1	ENSG00000225258	chr2	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC009478.1	ENSG00000225258	chr2	Owl_monkey	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
CACYBPP2	ENSG00000177855	chr2	Macaque_indian	transcript ablation	processed_pseudogene
CACYBPP2	ENSG00000177855	chr2	Marmoset	transcript ablation	processed_pseudogene
CACYBPP2	ENSG00000177855	chr2	Owl_monkey	transcript ablation	processed_pseudogene
AC016903.2	ENSG00000237843	chr2	Macaque_indian	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC016903.2	ENSG00000237843	chr2	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC016903.2	ENSG00000237843	chr2	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
KCNE4	ENSG00000152049	chr2	Macaque_indian	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_transcript
KCNE4	ENSG00000152049	chr2	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_transcript
KCNE4	ENSG00000152049	chr2	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_transcript
AC017104.5	ENSG00000283491	chr2	Macaque_indian	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	unprocessed_pseudogene
AC017104.5	ENSG00000283491	chr2	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	unprocessed_pseudogene
AC017104.5	ENSG00000283491	chr2	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	unprocessed_pseudogene
AL049737.1	ENSG00000225170	chr20	Macaque_indian	transcript ablation	processed_pseudogene
AL049737.1	ENSG00000225170	chr20	Marmoset	transcript ablation	processed_pseudogene
AL049737.1	ENSG00000225170	chr20	Owl_monkey	transcript ablation	processed_pseudogene
ZSWIM1	ENSG00000168612	chr20	Macaque_indian	splice_donor_variant&3_prime_UTR_variant&intron_variant	protein_coding
ZSWIM1	ENSG00000168612	chr20	Marmoset	splice_donor_variant&3_prime_UTR_variant&intron_variant	protein_coding
ZSWIM1	ENSG00000168612	chr20	Owl_monkey	splice_donor_variant&3_prime_UTR_variant&intron_variant	protein_coding
HMGB1P1	ENSG00000124097	chr20	Macaque_indian	transcript ablation	processed_pseudogene
HMGB1P1	ENSG00000124097	chr20	Marmoset	transcript ablation	processed_pseudogene
HMGB1P1	ENSG00000124097	chr20	Owl_monkey	transcript ablation	processed_pseudogene
MIR646HG	ENSG00000228340	chr20	Macaque_indian	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
MIR646HG	ENSG00000228340	chr20	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
MIR646HG	ENSG00000228340	chr20	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
PRPF6	ENSG00000101161	chr20	Macaque_indian	splice_donor_variant&coding_sequence_variant&intron_variant	protein_coding
PRPF6	ENSG00000101161	chr20	Marmoset	splice_donor_variant&coding_sequence_variant&intron_variant	protein_coding
PRPF6	ENSG00000101161	chr20	Owl_monkey	splice_donor_variant&coding_sequence_variant&intron_variant	protein_coding
MIR99AHG	ENSG00000215386	chr21	Macaque_indian	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
MIR99AHG	ENSG00000215386	chr21	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
MIR99AHG	ENSG00000215386	chr21	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
MSANTD2P1	ENSG00000231058	chr21	Macaque_indian	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_pseudogene
MSANTD2P1	ENSG00000231058	chr21	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_pseudogene
MSANTD2P1	ENSG00000231058	chr21	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_pseudogene
AP000477.1	ENSG00000226996	chr21	Macaque_indian	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AP000477.1	ENSG00000226996	chr21	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AP000477.1	ENSG00000226996	chr21	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC01695	ENSG00000236532	chr21	Macaque_indian	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC01695	ENSG00000236532	chr21	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC01695	ENSG00000236532	chr21	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
Z97353.1	ENSG00000231369	chr22	Macaque_indian	transcript ablation	processed_pseudogene
Z97353.1	ENSG00000231369	chr22	Marmoset	transcript ablation	processed_pseudogene
Z97353.1	ENSG00000231369	chr22	Owl_monkey	transcript ablation	processed_pseudogene
MORC2	ENSG00000133422	chr22	Macaque_indian	splice_donor_variant&5_prime_UTR_variant&intron_variant	protein_coding
MORC2	ENSG00000133422	chr22	Marmoset	splice_donor_variant&5_prime_UTR_variant&intron_variant	protein_coding
MORC2	ENSG00000133422	chr22	Owl_monkey	splice_donor_variant&5_prime_UTR_variant&intron_variant	protein_coding
LIMK2	ENSG00000182541	chr22	Macaque_indian	splice_acceptor_variant&coding_sequence_variant&3_prime_UTR_variant&intron_variant	protein_coding
LIMK2	ENSG00000182541	chr22	Marmoset	splice_acceptor_variant&coding_sequence_variant&3_prime_UTR_variant&intron_variant	protein_coding
LIMK2	ENSG00000182541	chr22	Owl_monkey	splice_acceptor_variant&coding_sequence_variant&3_prime_UTR_variant&intron_variant	protein_coding
RPL21P17	ENSG00000214073	chr3	Macaque_indian	transcript ablation	processed_pseudogene
RPL21P17	ENSG00000214073	chr3	Marmoset	transcript ablation	processed_pseudogene
RPL21P17	ENSG00000214073	chr3	Owl_monkey	transcript ablation	processed_pseudogene
TMEM40	ENSG00000088726	chr3	Macaque_indian	splice_donor_variant&5_prime_UTR_variant&intron_variant	protein_coding
TMEM40	ENSG00000088726	chr3	Marmoset	splice_donor_variant&5_prime_UTR_variant&intron_variant	protein_coding
TMEM40	ENSG00000088726	chr3	Owl_monkey	splice_donor_variant&5_prime_UTR_variant&intron_variant	protein_coding
SH3BP5	ENSG00000131370	chr3	Macaque_indian	splice_acceptor_variant&coding_sequence_variant&intron_variant	protein_coding
SH3BP5	ENSG00000131370	chr3	Marmoset	splice_acceptor_variant&coding_sequence_variant&intron_variant	protein_coding
SH3BP5	ENSG00000131370	chr3	Owl_monkey	splice_acceptor_variant&coding_sequence_variant&intron_variant	protein_coding
HMGN2P7	ENSG00000226427	chr3	Macaque_indian	transcript ablation	processed_pseudogene
HMGN2P7	ENSG00000226427	chr3	Marmoset	transcript ablation	processed_pseudogene
HMGN2P7	ENSG00000226427	chr3	Owl_monkey	transcript ablation	processed_pseudogene
SGO1-AS1	ENSG00000231304	chr3	Macaque_indian	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
SGO1-AS1	ENSG00000231304	chr3	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
SGO1-AS1	ENSG00000231304	chr3	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
SAMMSON	ENSG00000240405	chr3	Macaque_indian	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
SAMMSON	ENSG00000240405	chr3	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
SAMMSON	ENSG00000240405	chr3	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
PPATP1	ENSG00000241293	chr3	Macaque_indian	transcript ablation	processed_pseudogene
PPATP1	ENSG00000241293	chr3	Marmoset	transcript ablation	processed_pseudogene
PPATP1	ENSG00000241293	chr3	Owl_monkey	transcript ablation	processed_pseudogene
MTHFD2P1	ENSG00000244681	chr3	Macaque_indian	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	processed_transcript
MTHFD2P1	ENSG00000244681	chr3	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	processed_transcript
MTHFD2P1	ENSG00000244681	chr3	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	processed_transcript
MYH15	ENSG00000144821	chr3	Macaque_indian	frameshift_variant&splice_region_variant	protein_coding
MYH15	ENSG00000144821	chr3	Marmoset	frameshift_variant&splice_region_variant	protein_coding
MYH15	ENSG00000144821	chr3	Owl_monkey	frameshift_variant&splice_region_variant	protein_coding
RPSAP29	ENSG00000244722	chr3	Macaque_indian	transcript ablation	processed_pseudogene
RPSAP29	ENSG00000244722	chr3	Marmoset	transcript ablation	processed_pseudogene
RPSAP29	ENSG00000244722	chr3	Owl_monkey	transcript ablation	processed_pseudogene
NMNAT3	ENSG00000163864	chr3	Macaque_indian	splice_acceptor_variant&splice_donor_variant&coding_sequence_variant&intron_variant	protein_coding
NMNAT3	ENSG00000163864	chr3	Marmoset	splice_acceptor_variant&splice_donor_variant&coding_sequence_variant&intron_variant	protein_coding
NMNAT3	ENSG00000163864	chr3	Owl_monkey	splice_acceptor_variant&splice_donor_variant&coding_sequence_variant&intron_variant	protein_coding
LINC02046	ENSG00000242440	chr3	Macaque_indian	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC02046	ENSG00000242440	chr3	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC02046	ENSG00000242440	chr3	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
C3orf79	ENSG00000237787	chr3	Macaque_indian	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
C3orf79	ENSG00000237787	chr3	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
